
CLASS:YYY	HD:10	MAXLEVEL:5	TYPE:Prestige.PC	SOURCEPAGE:p.		BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")		BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2		BONUS:SAVE|BASE.Reflex,BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	
CLASS:YYY	STARTSKILLPTS:	CSKILL:

CLASS:YYY	HD:10	MAXLEVEL:5	TYPE:Prestige.PC	SOURCEPAGE:p.		BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")		BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2		BONUS:SAVE|BASE.Reflex,BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	
CLASS:YYY	STARTSKILLPTS:	CSKILL:

CLASS:YYY	HD:10	MAXLEVEL:5	TYPE:Prestige.PC	SOURCEPAGE:p.		BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")		BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2		BONUS:SAVE|BASE.Reflex,BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	
CLASS:YYY	STARTSKILLPTS:	CSKILL:

CLASS:YYY	HD:10	MAXLEVEL:5	TYPE:Prestige.PC	SOURCEPAGE:p.		BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")		BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2		BONUS:SAVE|BASE.Reflex,BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	
CLASS:YYY	STARTSKILLPTS:	CSKILL:

CLASS:YYY	HD:10	MAXLEVEL:5	TYPE:Prestige.PC	SOURCEPAGE:p.		BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")		BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2		BONUS:SAVE|BASE.Reflex,BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	
CLASS:YYY	STARTSKILLPTS:	CSKILL:

CLASS:YYY	HD:10	MAXLEVEL:5	TYPE:Prestige.PC	SOURCEPAGE:p.		BONUS:COMBAT|BASEAB|classlevel("APPLIEDAS=NONEPIC")		BONUS:SAVE|BASE.Fortitude|classlevel("APPLIEDAS=NONEPIC")/2+2		BONUS:SAVE|BASE.Reflex,BASE.Will|classlevel("APPLIEDAS=NONEPIC")/3	
CLASS:YYY	STARTSKILLPTS:	CSKILL:

															


#----DESERT WIND															
BLISTERING FLOURISH	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Swordsage Martial Maneuver.Desert Wind Maneuver.Maneuver.Strike	SOURCEPAGE:p.52	SPELLKNOWN:CLASS|Swordsage=1|BLISTERING FLOURISH	PREVARGTEQ:SwordsageInitiatorManeuverLVL,1	ASPECT:Initiation Action|1 standard action	ASPECT:Range|30 ft.	ASPECT:Target Area|30-ft.-radius burst centered on you	ASPECT:Duration|1 minute	ASPECT:Save Info|Fortitude negates	DESC:Your weapon bursts into flames as you twirl it over your head. With a flourish, you cause the fire to explode with a blinding flash. When you use this strike, you generate a burst of brilliant light. Any creature other than you caught in this maneuver's area must make a Fortitude save (DC 11 + your Wis modifier) or be dazzled for 1 minute. This maneuver is a supernatural ability.				
SHADOW JAUNT	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Swordsage Martial Maneuver.Shadow Hand	ASPECT:Descriptor|Teleportation	SOURCEPAGE:p.79	SPELLKNOWN:CLASS|Swordsage=2|SHADOW JAUNT	PREVARGTEQ:SwordsageInitiatorManeuverLVL,2	ASPECT:Initiation Action|1 standard action	ASPECT:Range|50 ft.	ASPECT:Target Area|You	DESC:A cloud of shadow energy engulfs you, spins into a tiny mote, and disappears. A moment later, this shadowy cloud appears across the battlefield and expels you from it. As part of this maneuver, you disappear in a cloud of darkness and teleport up to 50 feet away. You must have line of sight and line of effect to your destination. If you attempt to use this maneuver to move into an occupied space, you do not move, and the maneuver is expended but has no effect.						
SHADOW NOOSE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Swordsage Martial Maneuver.Shadow Hand Maneuver.Maneuver.Strike	SOURCEPAGE:p.79	SPELLKNOWN:CLASS|Swordsage=6|SHADOW NOOSE	PREVARGTEQ:SwordsageInitiatorManeuverLVL,6	ASPECT:Initiation Action|1 standard action	ASPECT:Range|60 ft.	ASPECT:Target Area|One flat-footed living creature	ASPECT:Duration|1 round	ASPECT:Save Info|Fortitude partial	DESC:As you foe struggles to ready his defenses, you make a subtle gesture in the air. A noose formed of shadow drops from above him, wraps around his throat, and hoists him aloft. His limbs flail as he struggles to free himself from the strangling noose. As part of this maneuver, you form a noose of shadow that wraps around your target and strangles him. This maneuver works only against a f latfooted target. As part of this maneuver, you make a ranged touch attack against a flat-footed creature within range. If it hits, your opponent takes 8d6 points of damage. In addition, he must make a successful Fortitude save (DC 16 + your Wis modifier) or be stunned for 1 round. A successful save negates the stun, but not the extra damage. This strike has no effect against nonliving creatures, such as constructs and undead. This maneuver is a supernatural ability.				
SHADOW STRIDE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Swordsage Martial Maneuver.Shadow Hand	ASPECT:Descriptor|Teleportation	SOURCEPAGE:p.80	SPELLKNOWN:CLASS|Swordsage=5|SHADOW STRIDE	PREVARGTEQ:SwordsageInitiatorManeuverLVL,5	ASPECT:Initiation Action|1 move action	ASPECT:Range|50 ft.	ASPECT:Target Area|You	DESC:You dissipate into a puff of black shadow. A moment later, the shadow coalesces, and you appear fifty feet away. This maneuver functions as the shadow jaunt maneuver, except that it can be initiated as a move action.						
STALKER IN THE NIGHT	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Swordsage Martial Maneuver.Shadow Hand Maneuver.Maneuver.Strike	SOURCEPAGE:p.80	SPELLKNOWN:CLASS|Swordsage=6|STALKER IN THE NIGHT	PREVARGTEQ:SwordsageInitiatorManeuverLVL,6	ASPECT:Initiation Action|1 full-round action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	DESC:You slide through the dark like a bird of prey, emerging only to strike down your foe before sliding back into shadow's welcoming embrace. As part of this maneuver, you move up to your speed and make a single melee attack at any point during your movement. If you were hidden before initiating this maneuver, you can keep the results of your previous Hide and Move Silently checks even though you move and attack. As long as you end your turn in a spot that allows you to hide, your foes must make Spot and Listen checks as normal to discern your presence. Your movement and this maneuver's attack have no effect on your Hide and Move Silently results.						
STEP OF THE DANCING MOTH	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Swordsage Martial Maneuver.Shadow Hand.Stance	SOURCEPAGE:p.80	SPELLKNOWN:CLASS|Swordsage=5|STEP OF THE DANCING MOTH	PREVARGTEQ:SwordsageInitiatorManeuverLVL,5	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Shadow Hand Maneuver	ASPECT:Initiation Action|1 swift action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|Stance	DESC:You focus your inner reserve of ki energy to generate flowing shadows that lift you off the ground. You walk across the roughest ground, even water, with ease. While you are in this stance, you can walk up to 5 feet above the ground. Your speed becomes 20 feet while you are in this stance, and you cannot run. You ignore any terrain feature that fails to project more than 5 feet above the ground, such as difficult terrain, burning lava, water, and so forth. In addition, you ignore the standard penalties on Hide and Move Silently checks for moving quickly.				
STRENGTH DRAINING STRIKE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Swordsage Martial Maneuver.Shadow Hand Maneuver.Maneuver.Strike	SOURCEPAGE:p.80	SPELLKNOWN:CLASS|Swordsage=3|STRENGTH DRAINING STRIKE	PREVARGTEQ:SwordsageInitiatorManeuverLVL,3	PREABILITY:1,CATEGORY=Maneuvers and Stances,TYPE.Shadow Hand Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	ASPECT:Save Info|Fortitude half	DESC:Liquid, black energy covers your weapon. As you strike your opponent, this material flows into the wound, spreads along his veins, and leaves him weakened. As part of this maneuver, you make a single melee attack against an opponent. In addition to dealing normal melee damage with the attack, you deal 4 points of Strength damage. A successful Fortitude save (DC 13 + your Wis modifier) halves this Strength damage, but has no effect on the normal melee damage you deal with the strike. This maneuver is a supernatural ability.																			
#----STONE DRAGON															
ADAMANTINE BONES	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.81	SPELLKNOWN:CLASS|Crusader=8|ADAMANTINE BONES	PREVARGTEQ:CrusaderInitiatorManeuverLVL,8	PREABILITY:3,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|1 round	DESC:You are an impenetrable tower of defiance on the battlefield. Attacking you is as fruitless as striking a mountain with a walking stick. The supreme focus, mental toughness, and physical durability taught by the Stone Dragon discipline culminate in this powerful combat maneuver. When you make a successful attack, your mind focuses your body into the equivalent of a living shard of rock. Even the most ferocious attacks bounce off you without harm. As part of this maneuver, you make a single melee attack. If this attack hits, you gain damage reduction 20/adamantine for 1 round.				
ANCIENT MOUNTAIN HAMMER	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.81	SPELLKNOWN:CLASS|Crusader=7|ANCIENT MOUNTAIN HAMMER	PREVARGTEQ:CrusaderInitiatorManeuverLVL,7	PREABILITY:3,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature or unattended object	DESC:You put the weight of a great mountain behind your attack, pounding through armor and bone. As part of this maneuver, you make a single melee attack. This attack deals an extra 12d6 points of damage and automatically overcomes damage reduction and hardness.					
BONESPLITTING STRIKE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.81	SPELLKNOWN:CLASS|Crusader=4|BONESPLITTING STRIKE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,4	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	DESC:Your attack slams home with a ferocious crack of shattered bones and pulped flesh. Your target reels backward, still alive but severely crippled. A Stone Dragon adept is an implacable foe. Your attacks smash through armor and turn bone into dust. By focusing your strength into a single, devastating attack, you smash an opponent to the core. His very health and endurance are left wrecked by your attack. As part of this maneuver, you make a single melee attack. If your attack hits, the target takes normal damage as well as 2 points of Constitution damage.					
BONECRUSHER	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.81	SPELLKNOWN:CLASS|Crusader=3|BONECRUSHER	PREVARGTEQ:CrusaderInitiatorManeuverLVL,3	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	ASPECT:Duration|See text	ASPECT:Save Info|Fortitude partial; see text	DESC:You deliver your attack, and your enemy's eyes jerk wide open in panic as his skeleton begins to fracture in hundreds of places. As part of this maneuver, you make a melee attack. If your attack hits, it deals an extra 4d6 points of damage. The creature struck must succeed on a Fortitude save (DC 13 + your Str modifier) or its skeletal structure becomes massively weakened, and all rolls made to confirm a critical hit against the target gain a +10 bonus. A successful save does not negate the extra damage. This effect lasts until the target's hit points are restored to their full normal total, whether by magical or normal healing. Creatures without a discernible anatomy or that are immune to critical hits are immune to this maneuver's special effect. The extra damage still applies against such targets.				
BOULDER ROLL	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Boost	SOURCEPAGE:p.81	SPELLKNOWN:CLASS|Crusader=4|BOULDER ROLL	PREVARGTEQ:CrusaderInitiatorManeuverLVL,4	ASPECT:Initiation Action|1 full-round action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|Instantaneous	DESC:Like a boulder tumbling down a mountainside, you slam through your enemies. You are an implacable foe once you gain enough momentum. As you move across the battlefield, your foes must stand aside or be crushed beneath your feet. If you make an overrun attack (PH 157), you can initiate this boost. You gain a +4 bonus on your Strength check made to overrun, and if you fail your check, your target can't knock you prone. You simply stop moving in the last legal space you occupied. You do not provoke attacks of opportunity for the movement or the overrun attempts.					
CHARGING MINOTAUR	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.81	SPELLKNOWN:CLASS|Crusader=1|CHARGING MINOTAUR	PREVARGTEQ:CrusaderInitiatorManeuverLVL,1	ASPECT:Initiation Action|1 full-round action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	DESC:You charge at your foe, blasting him with such power that he stumbles back. As you roar across the battlefield, your position yourself to deliver a devastating charge attack. When you slam STONE DRAGON 82 Maneuvers and Stances into an opponent, you crush him with concussive force and send him stumbling backward. As part of this maneuver, you make a bull rush attack (PH 154) as part of a charge. Neither the movement nor the bull rush attack provokes attacks of opportunity. Resolve the bull rush attempt normally. If your Strength check exceeds the opponent's result, you deal bludgeoning damage equal to 2d6 + your Str modifier in addition to pushing the target back as normal. Assuming your Strength check is high enough, you can push your target back more than 5 feet (as normal for a bull rush, but without having to follow).						
COLOSSUS STRIKE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.82	SPELLKNOWN:CLASS|Crusader=7|COLOSSUS STRIKE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,7	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	ASPECT:Save Info|Fortitude partial	DESC:Focusing your strength with a deep, rumbling shout, you execute an attack that sends your opponent flying through the air. As part of this maneuver, you make a melee attack against your foe. This attack deals an extra 6d6 points of damage, and the creature struck must succeed on a Fortitude save (DC 17 + your Str modifier) or be hurled 1d4 squares away from you, falling prone in that square. A creature of a smaller size category than yours gets a -2 penalty on this save; a creature of a larger size category than yours gets a +2 bonus on the save. The enemy's movement doesn't provoke attacks of opportunity. If an obstacle blocks the creature's movement, it instead stops in the first unoccupied square.				
CRUSHING VISE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.82	SPELLKNOWN:CLASS|Crusader=6|CRUSHING VISE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,6	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	ASPECT:Duration|1 round	DESC:The overwhelming power behind your attack leaves your opponent unable to move. The punishing strike forces it to waste a few moments shrugging off the effects of your attack. By making a powerful, focused blow, you leave your opponent unable to move. The crushing weight of your attack forces it to waste a precious moment regaining its footing. As part of this maneuver, you make a melee attack. This attack deals an extra 4d6 points of damage. If the creature you hit is standing on the ground, your attack also drops the target's speed to 0 feet (for all movement types) for 1 round. It can act normally in all other ways. This maneuver functions only against opponents standing on the ground. A flying creature or a levitating target is immune to the speed reducing effect, but not to the extra damage.					
CRUSHING WEIGHT OF THE MOUNTAIN	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon.Stance	SOURCEPAGE:p.82	SPELLKNOWN:CLASS|Crusader=3|CRUSHING WEIGHT OF THE MOUNTAIN	PREVARGTEQ:CrusaderInitiatorManeuverLVL,3	PREABILITY:1,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 swift action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|Stance	DESC:You crush your opponent beneath you, squeezing the life out of him as you pin him to the ground. Engaging in close combat against you is, at best, a foolish prospect. Drawing on your understanding of the Stone Dragon discipline, you squeeze a foe within your grasp and force the life from him. While you are in this stance, you gain the ability to constrict for 2d6 points of damage + 1-1/2 times your Str bonus (if any). You can constrict an opponent that you grapple by making a successful grapple check.				
EARTHSTRIKE QUAKE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.82	SPELLKNOWN:CLASS|Crusader=8|EARTHSTRIKE QUAKE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,8	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|20 ft.	ASPECT:Target Area|20-ft.-radius burst, centered on you	ASPECT:Duration|Instantaneous	ASPECT:Save Info|Reflex negates	DESC:You swing your weapon in a wild arc, slamming it into the ground at your feet. Energy surges out from you, causing the ground to shudder with a sharp tremor. You channel ki into the earth with your mighty strike, causing the ground to rumble and shake briefly. Anyone standing on the ground in this maneuver's area must make a successful Reflex save (DC 18 + your Str modifier) or be knocked prone. Any creature standing on the ground in this area that is currently casting a spell must succeed on a Concentration check (DC 20 + spell level) or lose the spell. You are immune to the effect of the earthstrike quake maneuver. Your allies must still save as normal against its effect. Walls and similar barriers don't block the line of effect of an earthstrike quake.			
ELDER MOUNTAIN HAMMER	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.82	SPELLKNOWN:CLASS|Crusader=5|ELDER MOUNTAIN HAMMER	PREVARGTEQ:CrusaderInitiatorManeuverLVL,5	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature or unattended object	DESC:You draw strength from the earth beneath your feet and transfer it into ruinous power. Your next attack drops like an avalanche upon your foe, hammering him into submission. The students of the Stone Dragon discipline learn to tap into the power of the earth, channel its endless strength, and use it to grant their attacks tremendous force. A strike delivered by a Stone Dragon adept can shatter a warrior's shield, turn a wooden door into splinters, or slay an ogre with a single blow. When you use this maneuver, you make a single melee attack. That attack deals an extra 6d6 points of damage and automatically overcomes damage reduction and hardness.					
GIANT'S STANCE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon.Stance	SOURCEPAGE:p.83	SPELLKNOWN:CLASS|Crusader=5|GIANT'S STANCE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,5	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 swift action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|Stance	DESC:You swing your weapon in a wide, deadly arc that slams into your foe with incredible force. Only your mastery of the Stone Dragon techniques allows you to make such reckless blows without losing your footing. Tapping into the power of the Stone Dragon, you strike with resolute, irresistible force. You learn to set the full weight of your body into each of your attacks. A warrior with less skill would lose his balance and fall to the ground when using this fighting style. While you are in this stance, you deal damage as if you were one size larger than normal, to a maximum of Large. This benefit improves your weapon and unarmed strike damage. It does not confer any of the other benefits or drawbacks of a change in size, such as a modifier to ability scores or AC, or an improved reach. This stance immediately ends if you move more than 5 feet for any reason, such as from a bull rush attack, a telekinesis spell, and so forth.				
IRON BONES	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.83	SPELLKNOWN:CLASS|Crusader=6|IRON BONES	PREVARGTEQ:CrusaderInitiatorManeuverLVL,6	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|1 round	DESC:As you make a successful attack, you enter a meditative state that leaves you almost invulnerable to harm. For a few brief moments, arrows bounce off your skin, and sword blows barely draw any blood. This maneuver is an evolution of the techniques and abilities covered by the stone bones maneuver. Your meditative focus, ki, and training allow your mind to overcome matter. Weapons bounce from you skin and barely injure you. When you use this maneuver, you make a single melee attack. If this attack hits, you gain damage reduction 10/adamantine for 1 round.				
IRRESISTIBLE MOUNTAIN STRIKE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.83	SPELLKNOWN:CLASS|Crusader=6|IRRESISTIBLE MOUNTAIN STRIKE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,6	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	ASPECT:Duration|1 round	ASPECT:Save Info|Fortitude partial	DESC:You slam your weapon into your foe with irresistible force. He can barely move as he struggles to marshal his defenses against you. Your mighty attack causes your opponent to stagger aimlessly for a few key moments, leaving him unable to act fully on his next turn. As part of this maneuver, you make a single melee attack. This attack deals an extra 4d6 points of damage. A creature hit by this strike must also make a successful Fortitude save (DC 16 + your Str modifi er) or be unable to take a standard action for 1 round. It can otherwise act as normal. A creature that successfully saves still takes the extra damage. This maneuver functions only against opponents standing on the ground. A flying creature or a levitating target need not save against the action loss effect, but still takes the extra damage.				
MOUNTAIN AVALANCHE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.84	SPELLKNOWN:CLASS|Crusader=5|MOUNTAIN AVALANCHE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,5	PREABILITY:2,CATEGORY=Maneuvers and Stances,TYPE.Stone Dragon Maneuver	ASPECT:Initiation Action|1 full-round action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Save Info|Reflex half; see text	DESC:You wade through your enemies like a stone giant rampaging through a mob of orcs. You crush them underfoot and drive them before you, leaving a trail of the dead in your wake. As part of this maneuver, you can move up to double your speed and trample your opponents. You can enter the space of any creature of your size category or smaller. If you enter and occupy all of the space occupied by such a creature, it takes damage equal to 2d6 + 1-1/2 times your Str bonus (if any). You can deal trampling damage to a creature only once per round, no matter how many times you move into or through its space. You must move into every square a creature occupies to trample it. If you move over only part of the space a creature occupies (for example, you are a Large creature moving over half the space of a Large opponent), it can either attempt an attack of opportunity against you or it can attempt a Reflex save (DC 15 + your Str modifier) to avoid half of your trampling damage.				
MOUNTAIN HAMMER	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.84	SPELLKNOWN:CLASS|Crusader=2|MOUNTAIN HAMMER	PREVARGTEQ:CrusaderInitiatorManeuverLVL,2	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature or unattended object	DESC:Like a falling avalanche, you strike with the weight and fury of the mountain. As part of this maneuver, you make a single melee attack. This attack deals an extra 2d6 points of damage and automatically overcomes damage reduction and hardness.						
MOUNTAIN TOMBSTONE STRIKE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.84	SPELLKNOWN:CLASS|Crusader=9|MOUNTAIN TOMBSTONE STRIKE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,9	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	DESC:You slam into your foe, turning bones into dust and muscle into bloody pulp. Your foe's body is left a crippled, twisted mockery. Your attack causes damage to the structure of your foe's body. As part of this maneuver, you make a single melee attack. If this attack hits, you deal 2d6 points of Constitution damage in addition to your normal damage.						
OVERWHELMING MOUNTAIN STRIKE	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.84	SPELLKNOWN:CLASS|Crusader=4|OVERWHELMING MOUNTAIN STRIKE	PREVARGTEQ:CrusaderInitiatorManeuverLVL,4	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Melee attack	ASPECT:Target Area|One creature	ASPECT:Duration|1 round	ASPECT:Save Info|Fortitude partial	DESC:Your mighty strike temporarily disorients your opponent, costing him precious seconds as he shakes off the attack. You slam your foe with a mighty strike, almost knocking him from his feet and forcing him to find his footing and steady himself before he can react. As part of this maneuver, you make a melee attack. This attack deals an extra 2d6 points of damage. If the creature you hit is standing on the ground, your attack also causes the target to lose its ability to take a move action for 1 round. It can otherwise act normally. A successful Fortitude save (DC 14 + your Str modifier) by the creature struck negates the loss of its move action, but not the extra damage. This maneuver functions only against opponents standing on the ground. A flying creature or a levitating target need not save against the action loss effect, but still takes the extra damage.				
ROOTS OF THE MOUNTAIN	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon.Stance	SOURCEPAGE:p.84	SPELLKNOWN:CLASS|Crusader=3|ROOTS OF THE MOUNTAIN	PREVARGTEQ:CrusaderInitiatorManeuverLVL,3	ASPECT:Initiation Action|1 swift action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|Stance	DESC:You crouch and set your feet flat on the ground, rooting yourself to the spot you stand. Nothing can move you from this place. Like a living mountain, you choose your position on the battlefield and sink your roots into the earth. With your spot chosen on the field, you cannot be shifted from your position. While you are in this stance, you gain a +10 bonus on checks to resist bull rush, overrun, and trip attacks, as well as on grapple checks made to resist an opponent's grapple attempt. Any creature that attempts to move through your threatened area or the space you occupy takes a -10 penalty on any Tumble checks it makes. This stance also grants you damage reduction 2/-. This stance immediately ends if you move more than 5 feet for any reason, such as from a bull rush attack, a telekinesis spell, and so forth.					
STONE BONES	CATEGORY:Maneuvers and Stances	TYPE:MartialManeuver.Crusader Martial Maneuver.Stone Dragon Maneuver.Maneuver.Strike	SOURCEPAGE:p.84	SPELLKNOWN:CLASS|Crusader=1|STONE BONES	PREVARGTEQ:CrusaderInitiatorManeuverLVL,1	ASPECT:Initiation Action|1 standard action	ASPECT:Range|Personal	ASPECT:Target Area|You	ASPECT:Duration|1 round	DESC:You focus your energy to enhance your defenses, drawing on the power of your weapon's impact with a foe to toughen yourself against a counterattack. The Stone Dragon tradition teaches its disciples to shrug off attacks through a combination of mental focus, pure toughness, and resilience. When you make a successful melee attack, you attune your mind and body to such an incredible extent that only the sharpest weapons can injure you. Lesser armaments cause mere bruises and minor cuts. When you use this maneuver, you make a single melee attack. If this attack hits, you gain damage reduction 5/adamantine for 1 round.					
