
CATEGORY=Internal|Default.MOD	DEFINE:MaxStatNPC|0





###Block: Villian Options
Death Domain	KEY:Divine Domain ~ Death Domain	CATEGORY:Special Ability	TYPE:Cleric Class Feature.Divine Domain	SOURCEPAGE:p.96	DESC:The Death domain is concerned with the forces that cause death, as well as the negative energy that gives rise to undead creatures. Deities such as Chemosh, Myrkul, and WeeJas are patrons of necromancers, death knights, liches, mummy lords, and vampires. Gods of the Death domain also embody murder (Anubi . Bhaal, and Pyremius), pain (Iuz or Loviatar), disease or poison (Incabulos, Talona, or Morgion), and the underworld (Hades and Hel).	SPELLLEVEL:CLASS|Cleric=1|False Life,Ray of Sickness|PRECLASS:1,Cleric=1	SPELLLEVEL:CLASS|Cleric=2|Blindness/Deafness,Ray of Enfeeblement|PRECLASS:1,Cleric=3	SPELLLEVEL:CLASS|Cleric=3|Animate Dead,Vampiric Touch|PRECLASS:1,Cleric=5	SPELLLEVEL:CLASS|Cleric=4|Blight,Death Ward|PRECLASS:1,Cleric=7	SPELLLEVEL:CLASS|Cleric=5|Antilife Shell,Cloudkill|PRECLASS:1,Cleric=9	ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Bonus Proficiency|Death Domain ~ Reaper|PRECLASS:1,Cleric=1	ABILITY:Cleric Class Feature|AUTOMATIC|Channel Divinity ~ Touch Of Death|PRECLASS:1,Cleric=2		ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Inescapable Destruction|PRECLASS:1,Cleric=6			ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Divine Strike|PRECLASS:1,Cleric=8		ABILITY:Cleric Class Feature|AUTOMATIC|Death Domain ~ Improved Reaper|PRECLASS:1,Cleric=17	
#
Bonus Proficiency					KEY:Death Domain ~ Bonus Proficiency		SOURCEPAGE:p.96	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:When the cleric chooses this domain at 1st level, he or she gains proficiency with martial weapons.
Reaper						KEY:Death Domain ~ Reaper				SOURCEPAGE:p.96	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:At 1st level, the cleric learns one necromancy cantrip of his or her choice from any spell list. When the cleric casts a necromancy cantrip that normally targets only one creature, the spell can instead target two creatures within range and within 5 feet of each other.
Channel Divinity: Touch Of Death		KEY:Channel Divinity ~ Touch Of Death		SOURCEPAGE:p.97	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:Starting at 2nd level, the cleric can use Channel Divinity to destroy another creature's life force by touch. When the cleric hits a creature with a melee attack, The cleric can use Channel Divinity to deal extra Necrotic damage to the target. The damage equals 5 + Twice his or her cleric level.
Inescapable Destruction				KEY:Death Domain ~ Inescapable Destruction	SOURCEPAGE:p.97	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:Starting at 6th level, the cleric's ability to channel negative energy becomes more potent. Necrotic damage dealt by the character's cleric spells and Channel Divinity options ignores resistance to necrotic damage.
Divine Strike					KEY:Death Domain ~ Divine Strike			SOURCEPAGE:p.97	CATEGORY:Special Ability	TYPE:Cleric Class Feature.SpecialQuality	DESC:At 8th level, the cleric gains the ability to infuse his or weapon strikes with necrotic energy. Once on each of the cleric's turns when he or she hits a creature with a weapon attack, the cleric can cause the attack to deal an extra 1d8 necrotic damage to the target. When the cleric reaches 14th level, the extra damage increases to 2d8.
Ring Of Invisibility						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Invisibility,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Invisibility)|PREVAREQ:Attunement_Ring_Of_Invisibility,0					
Ring Of Jumping							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Jumping,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Jumping)|PREVAREQ:Attunement_Ring_Of_Jumping,0						
Ring Of Mind Shielding						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Mind_Shielding,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Mind Shielding)|PREVAREQ:Attunement_Ring_Of_Mind_Shielding,0					
Ring Of Protection						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Protection,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Protection)|PREVAREQ:Attunement_Ring_Of_Protection,0					
Ring Of Regeneration						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Regeneration,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Regeneration)|PREVAREQ:Attunement_Ring_Of_Regeneration,0					
Ring Of Resistance (Acid)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Acid,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Acid))|PREVAREQ:Attunement_Ring_Of_Resistance_Acid,0					
Ring Of Resistance (Cold)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Cold,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Cold))|PREVAREQ:Attunement_Ring_Of_Resistance_Cold,0					
Ring Of Resistance (Fire)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Fire,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Fire))|PREVAREQ:Attunement_Ring_Of_Resistance_Fire,0					
Ring Of Resistance (Force)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Force,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Force))|PREVAREQ:Attunement_Ring_Of_Resistance_Force,0				
Ring Of Resistance (Lightning)				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Lightning,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Lightning))|PREVAREQ:Attunement_Ring_Of_Resistance_Lightning,0				
Ring Of Resistance (Necrotic)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Necrotic,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Necrotic))|PREVAREQ:Attunement_Ring_Of_Resistance_Necrotic,0				
Ring Of Resistance (Poison)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Poison,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Poison))|PREVAREQ:Attunement_Ring_Of_Resistance_Poison,0				
Ring Of Resistance (Psychic)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Psychic,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Psychic))|PREVAREQ:Attunement_Ring_Of_Resistance_Psychic,0				
Ring Of Resistance (Radiant)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Radiant,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Radiant))|PREVAREQ:Attunement_Ring_Of_Resistance_Radiant,0				
Ring Of Resistance (Thunder)					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Resistance_Thunder,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Resistance (Thunder))|PREVAREQ:Attunement_Ring_Of_Resistance_Thunder,0				
Ring Of Shooting Stars						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Shooting_Stars,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Shooting Stars)|PREVAREQ:Attunement_Ring_Of_Shooting_Stars,0					
Ring Of Spell Storing						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Spell_Storing,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Spell Storing)|PREVAREQ:Attunement_Ring_Of_Spell_Storing,0					
Ring Of Spell Turning						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Spell_Turning,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Spell Turning)|PREVAREQ:Attunement_Ring_Of_Spell_Turning,0					
Ring Of Telekinesis						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Telekinesis,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Telekinesis)|PREVAREQ:Attunement_Ring_Of_Telekinesis,0					
Ring Of The Ram							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_The_Ram,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of The Ram)|PREVAREQ:Attunement_Ring_Of_The_Ram,0						
Ring Of Warmth							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Warmth,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Warmth)|PREVAREQ:Attunement_Ring_Of_Warmth,0						
Ring Of Water Walking						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_Water_Walking,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of Water Walking)|PREVAREQ:Attunement_Ring_Of_Water_Walking,0					
Ring Of X-Ray Vision						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Ring_Of_X-Ray_Vision,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Ring Of X-Ray Vision)|PREVAREQ:Attunement_Ring_Of_X-Ray_Vision,0					
Robe Of Eyes							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Robe_Of_Eyes,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Robe Of Eyes)|PREVAREQ:Attunement_Robe_Of_Eyes,0						
Robe Of Scintillating Colors					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Robe_Of_Scintillating_Colors,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Robe Of Scintillating Colors)|PREVAREQ:Attunement_Robe_Of_Scintillating_Colors,0				
Robe Of Stars							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Robe_Of_Stars,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Robe Of Stars)|PREVAREQ:Attunement_Robe_Of_Stars,0						
Robe Of The Archmagi						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Robe_Of_The_Archmagi,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Robe Of The Archmagi)|PREVAREQ:Attunement_Robe_Of_The_Archmagi,0					
Rod Of Absorption							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_Absorption,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of Absorption)|PREVAREQ:Attunement_Rod_Of_Absorption,0						
Rod Of Alertness							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_Alertness,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of Alertness)|PREVAREQ:Attunement_Rod_Of_Alertness,0						
Rod Of Lordly Might						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_Lordly_Might,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of Lordly Might)|PREVAREQ:Attunement_Rod_Of_Lordly_Might,0					
Rod Of The Pact Keeper +1					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_The_Pact_Keeper_1,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of The Pact Keeper +1)|PREVAREQ:Attunement_Rod_Of_The_Pact_Keeper_1,0				
Rod Of The Pact Keeper +2					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_The_Pact_Keeper_2,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of The Pact Keeper +2)|PREVAREQ:Attunement_Rod_Of_The_Pact_Keeper_2,0				
Rod Of The Pact Keeper +3					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_The_Pact_Keeper_3,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of The Pact Keeper +3)|PREVAREQ:Attunement_Rod_Of_The_Pact_Keeper_3,0				
Rod Of Resurrection						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_Resurrection,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of Resurrection)|PREVAREQ:Attunement_Rod_Of_Resurrection,0					
Rod Of Rulership							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Rod_Of_Rulership,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Rod Of Rulership)|PREVAREQ:Attunement_Rod_Of_Rulership,0						
Scarab Of Protection						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Scarab_Of_Protection,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Scarab Of Protection)|PREVAREQ:Attunement_Scarab_Of_Protection,0					
Scimitar Of Speed							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Scimitar_Of_Speed,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Scimitar Of Speed)|PREVAREQ:Attunement_Scimitar_Of_Speed,0						
Shield Of Missile Attraction					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Shield_Of_Missile_Attraction,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Shield Of Missile Attraction)|PREVAREQ:Attunement_Shield_Of_Missile_Attraction,0				
Slippers Of Spider Climbing					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Slippers_Of_Spider_Climbing,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Slippers Of Spider Climbing)|PREVAREQ:Attunement_Slippers_Of_Spider_Climbing,0				
Spellguard Shield							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Spellguard_Shield,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Spellguard Shield)|PREVAREQ:Attunement_Spellguard_Shield,0						
Staff Of Charming							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Charming,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Charming)|PREVAREQ:Attunement_Staff_Of_Charming,0						
Staff Of Fire							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Fire,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Fire)|PREVAREQ:Attunement_Staff_Of_Fire,0						
Staff Of Frost							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Frost,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Frost)|PREVAREQ:Attunement_Staff_Of_Frost,0						
Staff Of Healing							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Healing,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Healing)|PREVAREQ:Attunement_Staff_Of_Healing,0						
Staff Of Power							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Power,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Power)|PREVAREQ:Attunement_Staff_Of_Power,0						
Staff Of Striking							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Striking,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Striking)|PREVAREQ:Attunement_Staff_Of_Striking,0						
Staff Of Swarming Insects					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Swarming_Insects,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Swarming Insects)|PREVAREQ:Attunement_Staff_Of_Swarming_Insects,0				
Staff Of The Adder						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_The_Adder,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of The Adder)|PREVAREQ:Attunement_Staff_Of_The_Adder,0					
Staff Of The Magi							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_The_Magi,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of The Magi)|PREVAREQ:Attunement_Staff_Of_The_Magi,0						
Staff Of The Python						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_The_Python,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of The Python)|PREVAREQ:Attunement_Staff_Of_The_Python,0					
Staff Of The Woodlands						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_The_Woodlands,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of The Woodlands)|PREVAREQ:Attunement_Staff_Of_The_Woodlands,0					
Staff Of Thunder And Lightning				COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Thunder_And_Lightning,1			ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Thunder And Lightning)|PREVAREQ:Attunement_Staff_Of_Thunder_And_Lightning,0			
Staff Of Withering						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Staff_Of_Withering,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Staff Of Withering)|PREVAREQ:Attunement_Staff_Of_Withering,0					
Stone Of Good Luck						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Stone_Of_Good_Luck,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Stone Of Good Luck)|PREVAREQ:Attunement_Stone_Of_Good_Luck,0					
Sun Blade								COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Sun_Blade,1							ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Sun Blade)|PREVAREQ:Attunement_Sun_Blade,0							
Sword Of Answering						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Sword_Of_Answering,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Sword Of Answering)|PREVAREQ:Attunement_Sword_Of_Answering,0					
Talisman Of Pure Good						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Talisman_Of_Pure_Good,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Talisman Of Pure Good)|PREVAREQ:Attunement_Talisman_Of_Pure_Good,0					
Talisman Of The Sphere						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Talisman_Of_The_Sphere,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Talisman Of The Sphere)|PREVAREQ:Attunement_Talisman_Of_The_Sphere,0					
Talisman Of Ultimate Evil					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Talisman_Of_Ultimate_Evil,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Talisman Of Ultimate Evil)|PREVAREQ:Attunement_Talisman_Of_Ultimate_Evil,0				
Tenctacle Rod							COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Tenctacle_Rod,1						ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Tenctacle Rod)|PREVAREQ:Attunement_Tenctacle_Rod,0						
Tome Of The Stilled Tongue					COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Tome_Of_The_Stilled_Tongue,1				ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Tome Of The Stilled Tongue)|PREVAREQ:Attunement_Tome_Of_The_Stilled_Tongue,0				
Trident Of Fish Command						COST:0	CATEGORY:Attunement	TYPE:Attunement	PREVARLT:Attuned_Item_Count,Attuned_Item_Max	BONUS:VAR|Attuned_Item_Count|1	PREVARGTEQ:Attunement_Trident_Of_Fish_Command,1					ABILITY:Special Ability|AUTOMATIC|This Character is Violating a Rule (Trident Of Fish Command)|PREVAREQ:Attunement_Trident_Of_Fish_Command,0					
